GrantId,PersonID,Role,YearofBirth,WithPHD,NoofYearsinUniatTimeofGrant,NumberofSuccessfulGrant,NumberofUnsuccessfulGrant,A*,A,B,C,teamSize
6486,85642,CHIEF_INVESTIGATOR,1955,Yes,0,8,10,0,0,0,0,2
6487,69032,DELEGATED_RESEARCHER,1965,Yes,5,5,7,6,7,5,2,1
6488,66007,CHIEF_INVESTIGATOR,1955,Yes,15,2,0,2,25,13,2,1
6490,1012,CHIEF_INVESTIGATOR,1945,Yes,5,2,1,11,2,15,0,4
6490,25612,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,0,4
6490,26502,CHIEF_INVESTIGATOR,1965,No,0,0,2,1,0,1,0,4
6490,80197,CHIEF_INVESTIGATOR,1950,Yes,5,3,4,12,1,8,0,4
6492,636867,CHIEF_INVESTIGATOR,1950,Yes,0,1,0,1,5,5,0,2
6492,85642,CHIEF_INVESTIGATOR,1955,Yes,0,8,10,0,0,0,0,2
6493,85862,CHIEF_INVESTIGATOR,1950,No,0,9,14,0,5,14,6,1
6494,28502,CHIEF_INVESTIGATOR,1970,Yes,0,1,5,11,9,6,2,2
6494,289377,CHIEF_INVESTIGATOR,1975,Yes,0,2,1,0,0,0,0,2
6495,110517,CHIEF_INVESTIGATOR,1980,Yes,0,0,1,0,0,0,0,1
6496,937957,CHIEF_INVESTIGATOR,1975,Yes,0,2,0,1,1,0,3,2
6496,76352,CHIEF_INVESTIGATOR,1965,Yes,10,1,0,0,0,0,0,2
6500,67282,CHIEF_INVESTIGATOR,1965,Yes,5,4,4,7,4,5,5,1
6501,77077,CHIEF_INVESTIGATOR,1955,Yes,5,1,2,0,11,4,0,1
6502,84622,CHIEF_INVESTIGATOR,1955,No,0,3,10,12,13,5,6,4
6502,84627,CHIEF_INVESTIGATOR,1960,Yes,0,0,8,0,0,0,0,4
6502,72222,CHIEF_INVESTIGATOR,1950,No,15,0,2,15,14,7,6,4
6502,64277,CHIEF_INVESTIGATOR,1950,Yes,15,0,1,23,15,8,6,4
6503,78537,CHIEF_INVESTIGATOR,1945,Yes,15,3,4,13,13,7,2,2
6503,7587,CHIEF_INVESTIGATOR,1955,Yes,10,1,0,0,0,0,0,2
6504,14957,CHIEF_INVESTIGATOR,1975,Yes,5,2,5,2,2,5,2,2
6504,79032,DELEGATED_RESEARCHER,1955,Yes,15,0,7,0,0,0,0,2
6505,27192,CHIEF_INVESTIGATOR,1970,Yes,5,4,2,5,0,0,0,1
6506,17617,CHIEF_INVESTIGATOR,1965,Yes,5,0,0,1,1,0,0,2
6506,67037,CHIEF_INVESTIGATOR,1950,Yes,10,6,14,0,0,0,0,2
6507,7362,CHIEF_INVESTIGATOR,1970,Yes,5,4,3,4,6,0,1,2
6507,93007,CHIEF_INVESTIGATOR,1970,No,0,5,2,0,0,0,0,2
6508,74542,CHIEF_INVESTIGATOR,1945,No,0,0,3,0,4,6,2,1
6509,13042,CHIEF_INVESTIGATOR,1965,Yes,5,1,2,4,0,2,2,1
6510,1012,CHIEF_INVESTIGATOR,1945,Yes,5,3,1,11,2,15,0,2
6510,80197,CHIEF_INVESTIGATOR,1950,Yes,5,3,4,0,0,0,0,2
6511,32522,CHIEF_INVESTIGATOR,1970,Yes,5,3,6,9,3,2,0,1
6512,68587,CHIEF_INVESTIGATOR,1955,Yes,10,6,6,2,2,2,7,1
6513,66932,CHIEF_INVESTIGATOR,1940,No,15,0,4,0,5,10,17,1
6514,659757,CHIEF_INVESTIGATOR,1960,Yes,0,1,6,11,2,1,0,1
6515,35602,CHIEF_INVESTIGATOR,1965,Yes,5,4,3,16,10,7,8,2
6515,120047,CHIEF_INVESTIGATOR,1960,No,0,1,0,0,0,0,0,2
6516,4492,CHIEF_INVESTIGATOR,1950,Yes,5,1,0,3,6,4,3,5
6516,22767,CHIEF_INVESTIGATOR,1975,Yes,5,0,1,0,0,0,0,5
6516,132927,CHIEF_INVESTIGATOR,1970,Yes,0,1,1,6,8,2,0,5
6516,63507,CHIEF_INVESTIGATOR,1950,Yes,15,1,0,5,18,12,3,5
6516,66192,CHIEF_INVESTIGATOR,1950,Yes,15,0,0,1,18,10,6,5
6517,3692,CHIEF_INVESTIGATOR,1945,No,0,5,2,4,11,13,21,1
6518,63222,CHIEF_INVESTIGATOR,1950,Yes,15,1,0,5,2,0,0,2
6518,24577,CHIEF_INVESTIGATOR,1965,Yes,5,2,2,0,0,0,0,2
6519,2367,CHIEF_INVESTIGATOR,1970,Yes,5,0,0,5,0,0,1,2
6519,73782,CHIEF_INVESTIGATOR,1945,Yes,10,0,0,0,0,0,0,2
6520,79032,DELEGATED_RESEARCHER,1955,Yes,15,1,7,4,13,9,6,1
6521,2367,CHIEF_INVESTIGATOR,1970,Yes,5,0,0,5,0,0,1,2
6521,73782,CHIEF_INVESTIGATOR,1945,Yes,10,0,0,0,0,0,0,2
6522,22077,CHIEF_INVESTIGATOR,1955,No,0,1,1,10,2,3,1,3
6522,28387,CHIEF_INVESTIGATOR,1965,Yes,5,1,2,0,0,0,0,3
6522,31972,CHIEF_INVESTIGATOR,1960,No,0,0,1,11,3,4,2,3
6523,86672,CHIEF_INVESTIGATOR,1975,Yes,0,5,4,3,1,0,0,1
6524,151217,CHIEF_INVESTIGATOR,1945,Yes,15,0,1,0,0,1,0,1
6525,75412,CHIEF_INVESTIGATOR,1950,Yes,15,1,3,0,4,3,0,1
6526,500447,CHIEF_INVESTIGATOR,1955,No,0,1,3,2,0,4,1,1
6527,444932,CHIEF_INVESTIGATOR,1970,Yes,0,2,0,0,2,0,9,1
6528,63452,CHIEF_INVESTIGATOR,1950,Yes,15,1,2,0,6,12,0,1
6529,71867,CHIEF_INVESTIGATOR,1945,Yes,15,6,3,8,25,38,21,1
6530,46132,CHIEF_INVESTIGATOR,1975,Yes,0,8,10,6,7,1,0,2
6530,68377,CHIEF_INVESTIGATOR,1955,Yes,15,0,0,0,0,0,0,2
6531,67842,CHIEF_INVESTIGATOR,1965,Yes,5,2,11,9,38,16,3,1
6532,14267,CHIEF_INVESTIGATOR,1960,Yes,5,3,5,3,2,8,7,1
6533,5737,CHIEF_INVESTIGATOR,1975,Yes,0,1,1,1,3,0,0,1
6534,46132,CHIEF_INVESTIGATOR,1975,Yes,0,8,10,6,7,1,0,3
6534,488307,CHIEF_INVESTIGATOR,1900,No,0,1,1,0,0,0,0,3
6534,68377,CHIEF_INVESTIGATOR,1955,Yes,15,0,0,9,13,2,4,3
6535,46132,CHIEF_INVESTIGATOR,1975,Yes,0,8,10,6,7,1,0,2
6535,68377,CHIEF_INVESTIGATOR,1955,Yes,15,0,0,0,0,0,0,2
6536,8047,CHIEF_INVESTIGATOR,1950,No,5,1,1,0,0,0,2,1
6537,5737,CHIEF_INVESTIGATOR,1975,Yes,0,1,1,1,3,0,0,2
6537,64337,CHIEF_INVESTIGATOR,1945,Yes,15,0,1,0,0,0,0,2
6538,63437,CHIEF_INVESTIGATOR,1940,No,0,0,1,0,1,2,0,3
6538,26882,CHIEF_INVESTIGATOR,1950,Yes,5,2,0,0,0,0,0,3
6538,69712,CHIEF_INVESTIGATOR,1950,No,0,2,0,2,2,1,1,3
6539,657727,CHIEF_INVESTIGATOR,1955,No,0,2,3,2,3,7,1,1
6540,700027,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,0,1,1,2
6540,63667,PRINCIPAL_SUPERVISOR,1955,Yes,15,0,0,0,0,0,0,2
6541,69152,CHIEF_INVESTIGATOR,1960,Yes,10,1,2,6,3,8,1,1
6542,846267,CHIEF_INVESTIGATOR,1965,No,0,1,1,5,0,0,0,1
6543,297392,CHIEF_INVESTIGATOR,1960,Yes,0,0,2,0,1,2,0,1
6544,34447,CHIEF_INVESTIGATOR,1970,Yes,0,1,8,0,0,0,3,1
6545,297392,CHIEF_INVESTIGATOR,1960,Yes,0,0,2,0,1,2,0,1
6546,78327,CHIEF_INVESTIGATOR,1955,No,5,1,1,2,1,0,0,2
6546,491027,CHIEF_INVESTIGATOR,1900,No,0,0,0,0,0,0,0,2
6547,64237,CHIEF_INVESTIGATOR,1955,Yes,5,1,0,0,4,13,4,1
6548,297392,CHIEF_INVESTIGATOR,1960,Yes,0,0,3,0,1,2,0,1
6550,82512,CHIEF_INVESTIGATOR,1955,Yes,15,3,5,7,9,5,4,2
6550,77402,CHIEF_INVESTIGATOR,1950,No,0,0,0,0,0,0,0,2
6552,64352,CHIEF_INVESTIGATOR,1960,Yes,0,0,1,0,0,0,0,2
6552,837,CHIEF_INVESTIGATOR,1965,No,0,1,0,0,0,0,0,2
6553,74372,CHIEF_INVESTIGATOR,1955,No,0,1,1,7,28,9,2,2
6553,10592,PRINCIPAL_SUPERVISOR,1960,Yes,5,6,3,0,0,0,0,2
6554,10592,PRINCIPAL_SUPERVISOR,1960,Yes,5,6,3,3,10,3,0,2
6554,708537,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,0,0,0,2
6555,86672,CHIEF_INVESTIGATOR,1975,Yes,0,5,4,3,1,0,0,3
6555,72037,CHIEF_INVESTIGATOR,1970,Yes,5,4,9,0,0,0,0,3
6555,78817,CHIEF_INVESTIGATOR,1950,Yes,15,4,8,9,14,10,4,3
6556,74142,CHIEF_INVESTIGATOR,1970,Yes,5,1,5,2,0,6,0,1
6557,17342,CHIEF_INVESTIGATOR,1960,Yes,0,1,22,13,21,22,5,3
6557,689337,CHIEF_INVESTIGATOR,1975,No,0,0,0,0,0,0,0,3
6557,70647,CHIEF_INVESTIGATOR,1940,No,0,0,0,33,5,4,3,3
6558,77582,CHIEF_INVESTIGATOR,1960,No,0,1,0,0,0,1,0,2
6558,34502,CHIEF_INVESTIGATOR,1970,Yes,5,0,2,0,0,0,0,2
6559,63757,CHIEF_INVESTIGATOR,1960,Yes,15,0,1,6,5,1,3,2
6559,70647,CHIEF_INVESTIGATOR,1940,No,0,0,0,0,0,0,0,2
6560,27372,CHIEF_INVESTIGATOR,1960,Yes,5,1,0,0,1,0,0,1
6561,76007,PRINCIPAL_SUPERVISOR,1955,Yes,10,0,0,14,6,7,0,3
6561,70647,CHIEF_INVESTIGATOR,1940,No,0,0,0,0,0,0,0,3
6561,5117,CHIEF_INVESTIGATOR,1960,Yes,10,0,1,12,33,14,6,3
6563,69337,PRINCIPAL_SUPERVISOR,1965,Yes,10,2,0,2,9,4,1,3
6563,48017,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,0,0,0,0,3
6563,687442,CHIEF_INVESTIGATOR,1975,Yes,0,0,2,0,0,0,0,3
6565,66717,CHIEF_INVESTIGATOR,1960,Yes,10,0,4,0,6,2,1,1
6566,67297,CHIEF_INVESTIGATOR,1950,No,15,0,0,5,6,3,4,3
6566,14532,CHIEF_INVESTIGATOR,1970,No,5,0,1,0,0,0,0,3
6566,70132,CHIEF_INVESTIGATOR,1960,No,0,0,0,4,4,5,4,3
6567,17877,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,3,4,2,4
6567,107602,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,0,0,0,4
6567,63492,CHIEF_INVESTIGATOR,1945,No,0,0,4,1,2,10,4,4
6567,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,11,51,81,32,6,4
6568,720017,CHIEF_INVESTIGATOR,1960,No,0,4,3,0,0,0,0,1
6569,64352,CHIEF_INVESTIGATOR,1960,Yes,0,0,1,0,0,0,0,2
6569,837,CHIEF_INVESTIGATOR,1965,No,0,1,0,0,0,0,0,2
6572,945297,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,0,1,1,1
6573,67842,CHIEF_INVESTIGATOR,1965,Yes,5,2,11,9,38,16,3,4
6573,66922,CHIEF_INVESTIGATOR,1965,Yes,10,0,0,0,0,0,0,4
6573,119282,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,0,0,0,0,4
6573,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,11,51,81,32,6,4
6574,31707,PRINCIPAL_SUPERVISOR,1965,No,5,2,2,5,6,2,5,2
6574,97182,CHIEF_INVESTIGATOR,1955,Yes,5,0,2,0,0,0,0,2
6575,117462,CHIEF_INVESTIGATOR,1965,Yes,0,1,6,1,7,1,2,2
6575,655457,CHIEF_INVESTIGATOR,1970,Yes,0,1,4,0,0,0,0,2
6577,67842,CHIEF_INVESTIGATOR,1965,Yes,5,2,11,9,38,16,3,4
6577,66922,CHIEF_INVESTIGATOR,1965,Yes,10,0,0,0,0,0,0,4
6577,119282,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,0,0,0,0,4
6577,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,11,51,81,32,6,4
6580,78342,CHIEF_INVESTIGATOR,1965,No,5,3,7,3,1,8,1,2
6580,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,11,0,0,0,0,2
6584,2477,CHIEF_INVESTIGATOR,1965,Yes,10,0,1,5,2,1,3,2
6584,78762,PRINCIPAL_SUPERVISOR,1960,Yes,5,2,5,0,0,0,0,2
6587,860357,CHIEF_INVESTIGATOR,1970,Yes,0,1,1,3,19,1,0,1
6588,945297,CHIEF_INVESTIGATOR,1970,Yes,0,0,2,0,0,1,1,1
6589,712437,CHIEF_INVESTIGATOR,1965,Yes,0,0,1,0,0,0,0,1
6590,48017,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,1,8,6,0,4
6590,66607,CHIEF_INVESTIGATOR,1955,No,15,0,0,0,0,0,0,4
6590,31607,CHIEF_INVESTIGATOR,1975,No,0,0,2,1,2,1,0,4
6590,66077,CHIEF_INVESTIGATOR,1960,Yes,15,0,0,3,37,12,2,4
6591,69337,PRINCIPAL_SUPERVISOR,1965,Yes,10,2,0,2,9,4,1,5
6591,408232,CHIEF_INVESTIGATOR,1965,Yes,0,1,3,0,0,0,0,5
6591,48017,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,1,8,6,0,5
6591,31607,CHIEF_INVESTIGATOR,1975,No,0,0,2,1,2,1,0,5
6591,66077,CHIEF_INVESTIGATOR,1960,Yes,15,0,0,3,37,12,2,5
6593,10867,CHIEF_INVESTIGATOR,1960,No,5,0,0,0,0,0,3,2
6593,82377,CHIEF_INVESTIGATOR,1950,Yes,15,0,1,0,0,0,0,2
6594,574367,CHIEF_INVESTIGATOR,1960,Yes,0,0,4,0,1,0,2,4
6594,836667,CHIEF_INVESTIGATOR,1975,No,0,0,3,0,0,0,0,4
6594,34217,CHIEF_INVESTIGATOR,1965,No,0,0,0,1,3,0,0,4
6594,692407,CHIEF_INVESTIGATOR,1960,No,0,1,0,0,0,0,0,4
6595,85007,CHIEF_INVESTIGATOR,1945,Yes,0,0,2,0,0,3,0,2
6595,290727,CHIEF_INVESTIGATOR,1950,Yes,0,0,0,0,0,0,0,2
6596,7252,CHIEF_INVESTIGATOR,1960,No,0,0,1,0,0,2,0,1
6597,735967,CHIEF_INVESTIGATOR,1965,Yes,0,3,2,1,0,0,0,1
6598,73017,CHIEF_INVESTIGATOR,1960,Yes,15,1,6,5,2,4,6,2
6598,500332,CHIEF_INVESTIGATOR,1970,Yes,0,2,7,0,0,0,0,2
6599,1617,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,5,4,2,2
6599,39392,CHIEF_INVESTIGATOR,1980,Yes,0,1,1,0,0,0,0,2
6600,24227,CHIEF_INVESTIGATOR,1960,No,0,0,1,0,0,0,0,1
6601,639457,CHIEF_INVESTIGATOR,1975,No,0,1,1,6,1,2,0,1
6602,39407,CHIEF_INVESTIGATOR,1980,No,5,2,7,0,0,2,0,1
6603,10577,CHIEF_INVESTIGATOR,1960,No,10,0,3,5,4,3,2,2
6603,727732,CHIEF_INVESTIGATOR,1960,No,0,1,1,0,0,0,0,2
6604,73422,CHIEF_INVESTIGATOR,1960,Yes,10,3,4,8,11,9,7,1
6605,636867,CHIEF_INVESTIGATOR,1950,Yes,0,1,1,1,5,5,0,1
6606,31322,CHIEF_INVESTIGATOR,1975,Yes,0,3,1,0,2,2,0,1
6607,77112,CHIEF_INVESTIGATOR,1960,Yes,5,3,7,16,19,8,1,1
6608,63462,CHIEF_INVESTIGATOR,1960,Yes,0,1,1,2,7,5,1,1
6609,80377,CHIEF_INVESTIGATOR,1945,Yes,15,5,2,4,5,6,2,1
6610,87917,CHIEF_INVESTIGATOR,1970,Yes,0,3,2,4,3,1,1,1
6611,77112,CHIEF_INVESTIGATOR,1960,Yes,5,3,7,16,19,8,1,2
6611,64927,CHIEF_INVESTIGATOR,1945,Yes,5,2,1,0,0,0,0,2
6612,939972,CHIEF_INVESTIGATOR,1965,Yes,0,0,0,0,1,1,1,2
6612,7862,CHIEF_INVESTIGATOR,1965,Yes,5,0,0,0,0,0,0,2
6613,92362,CHIEF_INVESTIGATOR,1965,Yes,0,2,0,12,3,5,7,1
6614,20497,CHIEF_INVESTIGATOR,1965,Yes,5,2,1,0,14,1,1,4
6614,146827,CHIEF_INVESTIGATOR,1980,Yes,0,2,2,0,0,0,0,4
6614,687442,CHIEF_INVESTIGATOR,1975,Yes,0,0,2,0,0,0,0,4
6614,66077,CHIEF_INVESTIGATOR,1960,Yes,15,0,0,3,37,12,2,4
6616,408232,CHIEF_INVESTIGATOR,1965,Yes,0,1,4,0,0,0,0,2
6616,93072,CHIEF_INVESTIGATOR,1955,Yes,0,0,0,0,0,0,0,2
6619,67282,CHIEF_INVESTIGATOR,1965,Yes,5,4,4,7,4,5,5,2
6619,98217,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,2
6626,69392,CHIEF_INVESTIGATOR,1960,No,0,0,0,1,5,5,2,1
6628,93802,CHIEF_INVESTIGATOR,1970,Yes,0,0,5,0,0,6,19,1
6629,93802,CHIEF_INVESTIGATOR,1970,Yes,0,0,5,0,0,6,19,1
6630,71982,CHIEF_INVESTIGATOR,1960,Yes,5,0,2,0,0,0,0,2
6630,80057,CHIEF_INVESTIGATOR,1950,Yes,15,0,2,0,0,0,0,2
6631,73017,CHIEF_INVESTIGATOR,1960,Yes,15,1,6,5,2,4,6,1
6633,74512,CHIEF_INVESTIGATOR,1945,Yes,5,2,3,2,4,1,0,1
6634,76007,PRINCIPAL_SUPERVISOR,1955,Yes,10,0,0,16,8,8,0,3
6634,70647,CHIEF_INVESTIGATOR,1940,No,0,0,0,0,0,0,0,3
6634,5117,CHIEF_INVESTIGATOR,1960,Yes,10,0,1,13,44,16,9,3
6635,34737,CHIEF_INVESTIGATOR,1970,Yes,0,6,15,5,10,16,1,1
6636,10987,CHIEF_INVESTIGATOR,1950,Yes,0,0,0,0,1,2,0,1
6638,86302,CHIEF_INVESTIGATOR,1970,Yes,0,1,6,2,2,0,0,3
6638,66322,PRINCIPAL_SUPERVISOR,1955,No,15,0,1,0,0,0,0,3
6638,492157,PRINCIPAL_SUPERVISOR,1970,No,0,0,0,0,0,0,0,3
6639,77582,CHIEF_INVESTIGATOR,1960,No,5,1,0,0,3,2,1,2
6639,34502,CHIEF_INVESTIGATOR,1970,Yes,5,0,2,0,0,0,0,2
6641,5232,CHIEF_INVESTIGATOR,1955,Yes,15,3,1,7,6,6,4,2
6641,77807,CHIEF_INVESTIGATOR,1970,Yes,5,2,1,0,0,0,0,2
6642,741582,CHIEF_INVESTIGATOR,1975,Yes,0,1,4,0,0,0,0,1
6643,777602,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,0,2
6643,78977,CHIEF_INVESTIGATOR,1945,No,0,1,1,0,0,0,0,2
6644,10577,CHIEF_INVESTIGATOR,1960,No,10,0,3,5,6,3,2,2
6644,396842,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,0,0,0,2
6645,937957,CHIEF_INVESTIGATOR,1975,Yes,0,3,0,3,8,0,3,1
6646,67282,CHIEF_INVESTIGATOR,1965,Yes,5,4,4,9,6,5,5,1
6647,28797,CHIEF_INVESTIGATOR,1970,Yes,0,6,13,0,0,0,1,3
6647,714027,DELEGATED_RESEARCHER,1975,No,0,0,0,0,0,0,0,3
6647,16452,CHIEF_INVESTIGATOR,1935,No,0,0,0,1,8,13,8,3
6649,22582,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,0,4,1,0,2
6649,8062,CHIEF_INVESTIGATOR,1960,Yes,10,0,0,0,0,0,0,2
6650,80982,PRINCIPAL_SUPERVISOR,1945,No,0,0,0,1,8,3,2,1
6651,15282,CHIEF_INVESTIGATOR,1965,Yes,10,3,8,2,2,3,0,1
6654,734322,CHIEF_INVESTIGATOR,1965,No,0,2,9,0,0,0,0,2
6654,16137,CHIEF_INVESTIGATOR,1950,No,10,2,14,0,0,0,0,2
6655,70487,CHIEF_INVESTIGATOR,1955,No,0,2,4,2,8,5,10,1
6656,397212,CHIEF_INVESTIGATOR,1970,No,0,0,0,1,1,0,0,1
6659,73942,CHIEF_INVESTIGATOR,1950,Yes,10,3,1,9,18,7,5,3
6659,158617,CHIEF_INVESTIGATOR,1975,No,0,1,0,0,0,0,0,3
6659,78827,CHIEF_INVESTIGATOR,1950,Yes,15,2,2,8,17,10,2,3
6660,107667,CHIEF_INVESTIGATOR,1955,No,0,2,1,1,2,1,0,2
6660,46237,CHIEF_INVESTIGATOR,1945,No,0,0,0,0,0,0,0,2
6661,31457,CHIEF_INVESTIGATOR,1970,No,0,2,2,9,3,3,0,12
6661,31672,CHIEF_INVESTIGATOR,1965,Yes,5,2,0,0,0,0,0,12
6661,82512,CHIEF_INVESTIGATOR,1955,Yes,15,3,5,8,10,5,5,12
6661,39647,CHIEF_INVESTIGATOR,1970,Yes,5,4,2,3,20,14,14,12
6661,14267,CHIEF_INVESTIGATOR,1960,Yes,10,3,5,3,5,10,11,12
6661,112562,CHIEF_INVESTIGATOR,1970,Yes,0,1,1,0,0,0,0,12
6661,147502,CHIEF_INVESTIGATOR,1970,Yes,0,2,7,0,7,7,2,12
6661,77402,CHIEF_INVESTIGATOR,1950,No,0,0,0,8,45,4,3,12
6661,73017,CHIEF_INVESTIGATOR,1960,Yes,15,1,6,7,2,5,8,12
6661,80137,DELEGATED_RESEARCHER,1950,Yes,15,1,0,7,14,2,3,12
6661,69732,CHIEF_INVESTIGATOR,1950,Yes,15,4,1,3,41,4,0,12
6661,27707,CHIEF_INVESTIGATOR,1970,Yes,5,1,0,16,7,0,2,12
6663,69812,CHIEF_INVESTIGATOR,1960,No,5,3,11,16,17,23,4,4
6663,119372,CHIEF_INVESTIGATOR,1970,Yes,0,1,4,0,0,0,0,4
6663,462,CHIEF_INVESTIGATOR,1960,No,10,0,1,1,3,5,2,4
6663,33202,CHIEF_INVESTIGATOR,1965,No,0,0,0,1,1,6,0,4
6664,9342,CHIEF_INVESTIGATOR,1950,No,0,0,0,1,9,5,2,4
6664,36527,CHIEF_INVESTIGATOR,1955,No,5,4,7,0,0,0,0,4
6664,17342,CHIEF_INVESTIGATOR,1960,Yes,5,1,22,13,30,26,8,4
6664,11327,CHIEF_INVESTIGATOR,1960,Yes,0,0,2,5,19,20,19,4
6665,70682,CHIEF_INVESTIGATOR,1960,Yes,15,3,2,17,4,6,3,5
6665,3762,CHIEF_INVESTIGATOR,1960,Yes,10,2,4,0,0,0,0,5
6665,131112,CHIEF_INVESTIGATOR,1970,Yes,0,3,1,12,24,7,0,5
6665,64807,CHIEF_INVESTIGATOR,1960,Yes,15,5,1,20,10,19,8,5
6665,72267,CHIEF_INVESTIGATOR,1960,Yes,15,7,0,21,18,20,6,5
6666,27372,CHIEF_INVESTIGATOR,1960,Yes,5,1,0,0,1,0,0,1
6667,60517,CHIEF_INVESTIGATOR,1965,Yes,5,2,5,1,18,3,0,2
6667,107242,DELEGATED_RESEARCHER,1970,No,0,2,0,0,0,0,0,2
6668,74372,CHIEF_INVESTIGATOR,1955,No,0,1,1,7,33,10,4,2
6668,10592,PRINCIPAL_SUPERVISOR,1960,Yes,5,6,3,0,0,0,0,2
6669,17342,CHIEF_INVESTIGATOR,1960,Yes,5,1,22,13,30,26,8,3
6669,689337,CHIEF_INVESTIGATOR,1975,No,0,0,0,0,0,0,0,3
6669,70647,CHIEF_INVESTIGATOR,1940,No,0,0,0,39,8,7,4,3
6670,79057,CHIEF_INVESTIGATOR,1955,No,10,3,1,2,3,2,0,1
6671,66887,CHIEF_INVESTIGATOR,1955,No,0,5,15,0,9,2,0,1
6672,44252,CHIEF_INVESTIGATOR,1960,Yes,5,2,2,5,4,2,0,3
6672,66782,CHIEF_INVESTIGATOR,1955,No,0,0,2,0,0,0,0,3
6672,46852,CHIEF_INVESTIGATOR,1970,No,0,0,0,1,0,0,0,3
6673,688972,CHIEF_INVESTIGATOR,1980,Yes,0,0,1,7,1,1,1,1
6674,497907,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,3,1,1,0,1
6675,86302,CHIEF_INVESTIGATOR,1970,Yes,0,1,6,2,2,0,0,2
6675,492157,PRINCIPAL_SUPERVISOR,1970,No,0,0,0,0,0,0,0,2
6676,110457,CHIEF_INVESTIGATOR,1960,No,0,2,1,5,5,3,1,1
6677,92362,CHIEF_INVESTIGATOR,1965,Yes,0,2,0,13,3,7,7,2
6677,74722,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,0,0,0,0,2
6678,734322,CHIEF_INVESTIGATOR,1965,No,0,2,9,0,0,0,0,2
6678,16137,CHIEF_INVESTIGATOR,1950,No,10,2,14,0,0,0,0,2
6679,802167,PRINCIPAL_SUPERVISOR,1975,No,0,2,4,1,0,0,0,1
6680,133557,CHIEF_INVESTIGATOR,1970,No,0,2,1,11,7,7,0,3
6680,106357,CHIEF_INVESTIGATOR,1950,No,0,2,4,0,0,0,0,3
6680,69012,CHIEF_INVESTIGATOR,1965,No,5,1,2,3,2,5,5,3
6681,701397,CHIEF_INVESTIGATOR,1975,No,0,3,5,1,0,5,1,2
6681,5702,CHIEF_INVESTIGATOR,1940,No,10,2,2,0,0,0,0,2
6682,63757,CHIEF_INVESTIGATOR,1960,Yes,15,0,1,6,5,1,5,2
6682,70647,CHIEF_INVESTIGATOR,1940,No,0,0,0,0,0,0,0,2
6683,16987,PRINCIPAL_SUPERVISOR,1965,No,10,2,1,72,28,6,4,1
6684,35602,CHIEF_INVESTIGATOR,1965,Yes,5,4,3,17,14,11,9,1
6685,81117,CHIEF_INVESTIGATOR,1950,No,0,1,3,10,22,15,4,1
6687,53202,CHIEF_INVESTIGATOR,1975,Yes,5,2,2,17,4,2,3,1
6688,68202,CHIEF_INVESTIGATOR,1935,No,0,2,0,3,4,6,4,1
6689,933782,CHIEF_INVESTIGATOR,1980,Yes,0,2,1,2,8,4,0,1
6690,86672,CHIEF_INVESTIGATOR,1975,Yes,0,5,4,4,1,1,0,3
6690,72037,CHIEF_INVESTIGATOR,1970,Yes,5,4,9,0,0,0,0,3
6690,78817,CHIEF_INVESTIGATOR,1950,Yes,15,4,8,10,17,11,4,3
6691,164012,CHIEF_INVESTIGATOR,1975,No,0,0,0,3,2,2,0,1
6693,874467,CHIEF_INVESTIGATOR,1945,No,0,1,1,3,12,4,9,1
6694,874467,CHIEF_INVESTIGATOR,1945,No,0,1,1,3,12,4,9,1
6695,67657,CHIEF_INVESTIGATOR,1965,Yes,5,2,3,2,8,1,3,2
6695,79032,DELEGATED_RESEARCHER,1955,Yes,15,1,7,0,0,0,0,2
6696,44737,CHIEF_INVESTIGATOR,1965,Yes,5,0,1,6,2,4,0,2
6696,101242,CHIEF_INVESTIGATOR,1960,Yes,0,0,0,0,0,0,0,2
6697,65072,CHIEF_INVESTIGATOR,1960,No,0,1,0,0,0,12,1,2
6697,96732,CHIEF_INVESTIGATOR,1970,No,0,0,0,0,0,0,0,2
6698,73017,CHIEF_INVESTIGATOR,1960,Yes,15,1,6,7,2,5,8,2
6698,33582,CHIEF_INVESTIGATOR,1975,Yes,5,0,0,0,0,0,0,2
